boxtxt,costtomake,dateofshipment,weightofshipment,shipmentinsurrancecost,basevalue,storetxt,region_name,currentcostofshipment,valueofshipment,Total_Value,Total_V_NEW_Metric
BQ261014,2.6,11/10/2019,21.4,3.4,158,NM418127,Region #3,8.4,2382.6,2354.3,2368
DG282516,2.8,09/12/2019,6.5,3,185,NM418127,Region #3,4.5,2789.8,2776,2781.9
EC423810,3.7,11/03/2019,21.1,2.6,159,NM418127,Region #3,9.4,2397.7,2373.3,2381.5
FD311219,2.6,12/05/2019,40.2,2.5,164,NM418127,Region #3,13.5,2473.1,2438.7,2449.7
FD311219,2.6,09/14/2019,28,3,194,NM418127,Region #3,10.2,2925.5,2894.9,2907.9
GD341420,2.8,09/22/2019,47,2.4,133,NM418127,Region #3,15.5,2005.6,1968.6,1978.8
KQ264020,2.9,02/17/2019,8.9,2.8,143,NM418127,Region #3,5.3,2156.4,2141.8,2147.2
KQ264020,2.9,04/07/2019,9.5,2.6,101,NM418127,Region #3,5.5,1523.1,1508.7,1513.6
QH401919,2.4,05/23/2019,27.6,2.9,125,NM418127,Region #3,9.8,1885,1856.7,1867.9
DA251912,2.4,07/04/2019,37.9,2.9,135,NM418130,Region #3,12.6,2035.8,1999.2,2014
DM481414,2.6,06/07/2019,34.9,2.9,130,NM418130,Region #3,12,1960.4,1926,1939.6
DM481414,2.6,08/17/2019,40.8,2.6,101,NM418130,Region #3,13.6,1523.1,1487.4,1499.6
DX301310,3.9,07/24/2019,40,3.1,117,NM418130,Region #3,14.7,1764.4,1719.1,1738.9
EC423810,3.7,06/04/2019,17.9,3.3,190,NM418130,Region #3,8.5,2865.2,2836.7,2850.4
FD311219,2.6,01/14/2019,36.1,3.1,155,NM418130,Region #3,12.4,2337.4,2298.5,2316
DA251912,2.4,01/17/2019,30.7,3.8,142,NM418134,Region #3,10.7,2141.4,2100.7,2122.9
DG282516,2.8,02/20/2019,40.8,3.1,162,NM418134,Region #3,13.8,2443,2399.6,2419
DM481414,2.6,04/19/2019,39.7,2.9,146,NM418134,Region #3,13.3,2201.7,2163.6,2178.7
DM481414,2.6,02/19/2019,15.9,2.8,187,NM418134,Region #3,6.8,2820,2801.1,2808.1
DX301310,3.9,02/15/2019,13.9,3.8,181,NM418134,Region #3,7.7,2729.5,2700.1,2716.2
EC423810,3.7,08/16/2019,22.6,2.6,105,NM418134,Region #3,9.8,1583.4,1557.6,1566.4
FD311219,2.6,07/02/2019,26.1,2.5,130,NM418134,Region #3,9.7,1960.4,1936.3,1943.6
GJ331220,3.1,10/13/2019,43,2.8,97,NM418134,Region #3,14.7,1462.8,1421.5,1437.3
KQ264020,2.9,04/24/2019,30.6,3.2,179,NM418134,Region #3,11.2,2699.3,2663.1,2680
MA101120,2.1,01/25/2019,11.6,3.1,190,NM418134,Region #3,5.3,2865.2,2849,2856.1
NC103116,2.3,04/25/2019,22.6,3.1,169,NM418134,Region #3,8.4,2548.5,2522.4,2533.9
QH401919,2.4,06/06/2019,36.7,3.1,185,NM418134,Region #3,12.3,2789.8,2751.4,2768.5
QH401919,2.4,11/03/2019,22.4,3.4,134,NM418134,Region #3,8.4,2020.7,1992.3,2006.1
QH401919,2.4,02/03/2019,5.6,2.9,151,NM418134,Region #3,3.9,2277.1,2265.6,2270.3
BQ261014,2.6,05/01/2019,26.3,2.9,134,NM418140,Region #3,9.7,2020.7,1992.2,2003.9
BQ261014,2.6,09/17/2019,15.2,2.9,148,NM418140,Region #3,6.8,2231.8,2211.9,2220.1
DA251912,2.4,07/25/2019,5.4,2.9,165,NM418140,Region #3,3.8,2488.2,2477.3,2481.6
DM481414,2.6,10/06/2019,19.9,2.5,124,NM418140,Region #3,7.9,1869.9,1849.7,1856.2
DX301310,3.9,08/14/2019,39.5,2.8,148,NM418140,Region #3,14.6,2231.8,2190.9,2206.6
DX301310,3.9,05/25/2019,14.3,3.2,190,NM418140,Region #3,7.8,2865.2,2840.2,2851.7
EC423810,3.7,07/10/2019,11.6,3,193,NM418140,Region #3,6.8,2910.4,2889.9,2898.6
FD311219,2.6,02/02/2019,18.5,2.5,98,NM418140,Region #3,7.6,1477.8,1458.4,1464.6
GD341420,2.8,10/03/2019,11.1,2.9,134,NM418140,Region #3,5.8,2020.7,2003.5,2010.6
KQ264020,2.9,09/14/2019,27.9,2.6,145,NM418140,Region #3,10.5,2186.6,2159.6,2168.5
KQ264020,2.9,07/21/2019,19.1,3.1,134,NM418140,Region #3,8.1,2020.7,1995.5,2006.7
NC103116,2.3,05/19/2019,10.3,3.2,138,NM418140,Region #3,5.1,2081,2064.9,2072.2
EC423810,3.7,03/13/2019,20,3,93,NM418142,Region #3,9.1,1402.4,1375.6,1386.7
GJ331220,3.1,08/19/2019,25.6,3.7,166,NM418142,Region #3,10,2503.3,2466.8,2486
KH102813,1.2,10/06/2019,22.9,2.9,145,NM418142,Region #3,7.4,2186.6,2165,2173.8
KQ264020,2.9,06/03/2019,40.8,3.2,95,NM418142,Region #3,13.9,1432.6,1388.3,1408.4
DG282516,2.8,10/11/2019,9.6,2.8,153,NM418146,Region #3,5.4,2307.2,2292.1,2297.9
DM481414,2.6,11/17/2019,43.2,3.5,106,NM418146,Region #3,14.2,1598.5,1548.1,1573.8
DM481414,2.6,07/15/2019,17.9,3.1,194,NM418146,Region #3,7.4,2925.5,2902.3,2912.7
DM481414,2.6,05/11/2019,47.1,3.2,147,NM418146,Region #3,15.3,2216.8,2167.2,2190.3
DX301310,3.9,03/13/2019,16.1,3.3,95,NM418146,Region #3,8.3,1432.6,1405.1,1418.3
EC423810,3.7,01/01/2019,21.4,3.4,95,NM418146,Region #3,9.5,1432.6,1400,1416.2
FD311219,2.6,01/09/2019,33.4,2.7,108,NM418146,Region #3,11.7,1628.6,1597.1,1608.4
KH102813,1.2,02/13/2019,32.8,3.4,185,NM418146,Region #3,10.1,2789.8,2755.9,2772.4
KH102813,1.2,10/12/2019,50.5,2.5,174,NM418146,Region #3,14.8,2623.9,2587.3,2598.2
MA101120,2.1,01/08/2019,32.5,3.8,156,NM418146,Region #3,10.9,2352.5,2311.3,2333.6
MA101120,2.1,01/20/2019,28.5,2.5,155,NM418146,Region #3,9.8,2337.4,2313.3,2320.4
NC103116,2.3,07/25/2019,7.1,3.1,143,NM418146,Region #3,4.2,2156.4,2143.6,2149.1
BQ261014,2.6,07/19/2019,48.6,3.5,107,NM418147,Region #3,15.8,1613.6,1559,1586.2
DG282516,2.8,10/07/2019,18.1,2.1,192,NM418147,Region #3,7.7,2895.4,2879.1,2882.1
DG282516,2.8,10/15/2019,12.5,2.9,141,NM418147,Region #3,6.2,2126.3,2108.6,2115.6
DX301310,3.9,05/03/2019,49.6,3.5,119,NM418147,Region #3,17.3,1794.5,1733.4,1764.6
FD311219,2.6,02/04/2019,16.2,2.8,167,NM418147,Region #3,7,2518.4,2499,2506.2
KH102813,1.2,06/09/2019,29.4,3.1,99,NM418147,Region #3,9.2,1492.9,1464.2,1477.1
MA101120,2.1,03/02/2019,27.4,3.1,138,NM418147,Region #3,9.5,2081,2052,2064.5
NC103116,2.3,03/22/2019,39.8,3,167,NM418147,Region #3,13,2518.4,2479,2495.8
QH401919,2.4,12/07/2019,10.9,3.5,108,NM418147,Region #3,5.3,1628.6,1609.8,1619.4
DG282516,2.8,06/02/2019,44.3,3.2,110,NM418149,Region #3,14.8,1658.8,1611.9,1633.2
EC423810,3.7,03/11/2019,6.6,2.9,120,NM418149,Region #3,5.5,1809.6,1793.7,1800.1
GD341420,2.8,02/04/2019,23.4,2.8,93,NM418149,Region #3,9.1,1402.4,1376.7,1386.6
GJ331220,3.1,08/23/2019,45.1,2.8,100,NM418149,Region #3,15.3,1508,1465.2,1481.6
KH102813,1.2,06/21/2019,35.1,3.8,103,NM418149,Region #3,10.7,1553.2,1512.4,1534.7
KH102813,1.2,02/10/2019,43.5,3.3,191,NM418149,Region #3,13,2880.3,2837,2857.8
KQ264020,2.9,05/05/2019,37.8,3,193,NM418149,Region #3,13.1,2910.4,2870.5,2887.7
QH401919,2.4,04/19/2019,9.9,3.3,157,NM418149,Region #3,5.1,2367.6,2350.7,2358.8
EC423810,3.7,07/24/2019,9.5,3,111,NM418150,Region #3,6.3,1673.9,1654.9,1663
FD311219,2.6,12/19/2019,6,3.4,194,NM418150,Region #3,4.3,2925.5,2911.2,2918.2
FD311219,2.6,07/17/2019,12.9,2.7,105,NM418150,Region #3,6.1,1583.4,1567.1,1572.8
FD311219,2.6,11/24/2019,40.2,2.7,100,NM418150,Region #3,13.5,1508,1471.6,1484.6
MA101120,2.1,10/13/2019,14,2.8,143,NM418150,Region #3,5.9,2156.4,2139.8,2146.2
NC103116,2.3,06/13/2019,31.9,3.1,105,NM418150,Region #3,10.9,1583.4,1549.1,1564.5
QH401919,2.4,08/13/2019,5.8,2.8,181,NM418150,Region #3,4,2729.5,2718.6,2722.6
QH401919,2.4,04/10/2019,13.7,3.4,126,NM418150,Region #3,6.1,1900.1,1879.6,1889.6
BQ261014,2.6,12/05/2019,7.6,3.7,145,NM418153,Region #3,4.7,2186.6,2169.5,2178.5
BQ261014,2.6,04/03/2019,8.3,3.7,142,NM418153,Region #3,4.9,2141.4,2123.3,2132.9
DM481414,2.6,09/06/2019,33.1,3.9,130,NM418153,Region #3,11.5,1960.4,1916.1,1940.5
DM481414,2.6,07/09/2019,40.2,3.8,101,NM418153,Region #3,13.4,1523.1,1472.7,1499.8
GJ331220,3.1,10/11/2019,23.3,2.9,94,NM418153,Region #3,9.4,1417.5,1390.5,1401.3
KH102813,1.2,03/08/2019,39.1,3.1,118,NM418153,Region #3,11.8,1779.4,1743.6,1759.1
KH102813,1.2,11/20/2019,44.9,3.4,135,NM418153,Region #3,13.3,2035.8,1990.9,2012.7
MA101120,2.1,06/15/2019,23.7,3.8,91,NM418153,Region #3,8.5,1372.3,1340.2,1357.5
NC103116,2.3,10/23/2019,21,3.3,155,NM418153,Region #3,8,2337.4,2310.8,2323.6
BQ261014,2.6,05/16/2019,29.3,2.8,158,NM418158,Region #3,10.6,2382.6,2353.2,2364.4
DA251912,2.4,05/12/2019,31.8,3.8,171,NM418158,Region #3,10.9,2578.7,2536.8,2559.7
GD341420,2.8,11/09/2019,29,3,193,NM418158,Region #3,10.6,2910.4,2878.4,2892
KH102813,1.2,05/25/2019,37.9,3.8,159,NM418158,Region #3,11.4,2397.7,2354.7,2377.9
KH102813,1.2,02/25/2019,18.4,3,100,NM418158,Region #3,6.2,1508,1489.4,1497.3
KQ264020,2.9,10/13/2019,30,3,125,NM418158,Region #3,11,1885,1851.8,1865.9
KQ264020,2.9,03/01/2019,32.4,3,176,NM418158,Region #3,11.7,2654.1,2619,2633.9
DA251912,2.4,03/10/2019,30.3,3.7,119,NM418161,Region #3,10.5,1794.5,1756,1776.3
DX301310,3.9,02/05/2019,14.7,2.8,93,NM418161,Region #3,7.9,1402.4,1380.8,1388.8
DX301310,3.9,05/16/2019,23,3.4,141,NM418161,Region #3,10.1,2126.3,2092.2,2108.7
EC423810,3.7,10/10/2019,45.7,2.5,92,NM418161,Region #3,16,1387.4,1346.8,1359.6
FD311219,2.6,05/17/2019,17,3.1,170,NM418161,Region #3,7.2,2563.6,2541,2551.1
GD341420,2.8,03/21/2019,43.9,2.6,179,NM418161,Region #3,14.7,2699.3,2661.8,2673.9
GD341420,2.8,08/05/2019,28.2,3,145,NM418161,Region #3,10.4,2186.6,2155.2,2168.6
GJ331220,3.1,06/15/2019,10.7,2.8,111,NM418161,Region #3,6,1673.9,1657.1,1663.5
KH102813,1.2,05/03/2019,41.3,3.8,183,NM418161,Region #3,12.4,2759.6,2712.4,2738.2
MA101120,2.1,04/11/2019,16.6,3.7,90,NM418161,Region #3,6.6,1357.2,1333,1345.7
QH401919,2.4,01/10/2019,37.6,2.9,142,NM418161,Region #3,12.5,2141.4,2104.9,2119.6
DA251912,2.4,01/05/2019,17.5,2.9,99,NM418163,Region #3,7.1,1492.9,1472.7,1480.7
DX301310,3.9,08/15/2019,39.3,2.6,117,NM418163,Region #3,14.5,1764.4,1726.1,1739.2
GD341420,2.8,05/08/2019,20,2.6,151,NM418163,Region #3,8.2,2277.1,2255.7,2262.9
NC103116,2.3,10/03/2019,35.2,3,120,NM418163,Region #3,11.8,1809.6,1773.7,1789.1
QH401919,2.4,06/13/2019,12.1,3,162,NM418163,Region #3,5.7,2443,2425.9,2433.1
BQ261014,2.6,06/19/2019,46.8,3.4,102,NM418166,Region #3,15.3,1538.2,1486.7,1511.7
DM481414,2.6,11/25/2019,43.6,2.7,195,NM418166,Region #3,14.3,2940.6,2901.2,2915.8
DX301310,3.9,10/13/2019,6.9,3.8,121,NM418166,Region #3,5.8,1824.7,1803,1814.7
GD341420,2.8,09/17/2019,28,3,162,NM418166,Region #3,10.4,2443,2412,2425
GJ331220,3.1,08/13/2019,7.2,2.9,174,NM418166,Region #3,5,2623.9,2609.5,2615.2
KQ264020,2.9,04/16/2019,26.1,2.5,156,NM418166,Region #3,10,2352.5,2327.4,2335.2
KQ264020,2.9,05/18/2019,22.3,2.9,109,NM418166,Region #3,8.9,1643.7,1617.5,1628.2
BQ261014,2.6,01/16/2019,10,3.4,188,NM418167,Region #3,5.3,2835,2816.7,2825.8
DA251912,2.4,04/04/2019,40,2.9,90,NM418167,Region #3,13.2,1357.2,1319.7,1334.4
DA251912,2.4,07/17/2019,17.4,2.8,98,NM418167,Region #3,7.1,1477.8,1458.2,1465.6
DG282516,2.8,03/17/2019,35.4,3.8,179,NM418167,Region #3,12.3,2699.3,2652.8,2677.9
DM481414,2.6,07/22/2019,40.1,3.7,121,NM418167,Region #3,13.4,1824.7,1775.2,1801.5
DX301310,3.9,01/16/2019,41.9,2.8,106,NM418167,Region #3,15.2,1598.5,1555.7,1572.1
DX301310,3.9,09/08/2019,6,3.7,157,NM418167,Region #3,5.5,2367.6,2347,2358
BQ261014,2.6,04/15/2019,43.8,2.6,150,NM418169,Region #3,14.5,2262,2225,2237
DG282516,2.8,02/23/2019,39.5,3,148,NM418169,Region #3,13.5,2231.8,2191.4,2208.5
DM481414,2.6,05/13/2019,20.5,3.3,144,NM418169,Region #3,8.1,2171.5,2144.6,2157.5
DX301310,3.9,08/17/2019,35.5,2.8,178,NM418169,Region #3,13.5,2684.2,2646.6,2660.9
GD341420,2.8,12/20/2019,34.5,2.6,166,NM418169,Region #3,12.1,2503.3,2472.2,2482.3
GJ331220,3.1,08/25/2019,44.9,2.1,137,NM418169,Region #3,15.2,2066,2033.9,2039.6
GJ331220,3.1,01/07/2019,24.4,3.3,134,NM418169,Region #3,9.7,2020.7,1988.4,2003.9
KH102813,1.2,04/12/2019,24.5,2.6,182,NM418169,Region #3,7.8,2744.6,2724.5,2731
NC103116,2.3,07/10/2019,21.4,3.2,164,NM418169,Region #3,8.1,2473.1,2447.1,2459.1
QH401919,2.4,12/11/2019,13.3,3.5,122,NM418169,Region #3,6,1839.8,1818.7,1829.4
DX301310,3.9,02/20/2019,7.8,3,147,NM418170,Region #3,6,2216.8,2198.8,2206.4
FD311219,2.6,04/25/2019,40.2,2.9,141,NM418170,Region #3,13.5,2126.3,2086.7,2102.9
GD341420,2.8,02/11/2019,35.1,2.6,194,NM418170,Region #3,12.3,2925.5,2894.1,2904.2
GJ331220,3.1,11/23/2019,50.8,3,183,NM418170,Region #3,16.8,2759.6,2709.2,2730.6
GJ331220,3.1,08/11/2019,45.3,2.7,119,NM418170,Region #3,15.3,1794.5,1753.4,1768
KH102813,1.2,04/03/2019,20.6,2.2,178,NM418170,Region #3,6.8,2684.2,2669.7,2672.5
KQ264020,2.9,05/22/2019,20.9,3.6,152,NM418170,Region #3,8.6,2292.2,2261.6,2277.3
NC103116,2.3,04/04/2019,45.1,3,94,NM418170,Region #3,14.5,1417.5,1374.5,1392.4
QH401919,2.4,03/12/2019,21.5,3,127,NM418170,Region #3,8.2,1915.2,1890.5,1901
QH401919,2.4,11/21/2019,39.3,3.4,103,NM418170,Region #3,13,1553.2,1509.4,1530.7
DX301310,3.9,12/20/2019,39.5,3,156,NM418176,Region #3,14.6,2352.5,2309.4,2327.2
GJ331220,3.1,03/18/2019,41.2,2.5,143,NM418176,Region #3,14.2,2156.4,2121.1,2131.8
KH102813,1.2,01/12/2019,34.1,3,165,NM418176,Region #3,10.4,2488.2,2456.8,2470.2
KH102813,1.2,05/21/2019,44.4,2.8,192,NM418176,Region #3,13.2,2895.4,2858.2,2872.5
KQ264020,2.9,05/23/2019,45.9,3.2,157,NM418176,Region #3,15.3,2367.6,2318.3,2341
NC103116,2.3,02/02/2019,25.8,3.5,136,NM418176,Region #3,9.3,2050.9,2018.2,2034.8
NC103116,2.3,09/23/2019,50,2.8,182,NM418176,Region #3,15.8,2744.6,2700.2,2717.2
DM481414,2.6,03/22/2019,37.2,2.9,110,NM418177,Region #3,12.6,1658.8,1622.7,1637
DM481414,2.6,04/21/2019,47.9,3.1,113,NM418177,Region #3,15.5,1704,1655.7,1677.2
GJ331220,3.1,06/23/2019,8.9,2.4,112,NM418177,Region #3,5.5,1689,1675.8,1679.5
MA101120,2.1,07/06/2019,19.3,3.2,118,NM418177,Region #3,7.3,1779.4,1756,1766.7
QH401919,2.4,03/20/2019,41.5,3.5,165,NM418177,Region #3,13.6,2488.2,2440.2,2464.7
BQ261014,2.6,10/11/2019,41.6,3,97,NM418178,Region #3,13.9,1462.8,1421.4,1438.7
DA251912,2.4,03/07/2019,46.3,2.9,189,NM418178,Region #3,14.8,2850.1,2807.6,2824.4
DG282516,2.8,06/24/2019,37.4,2.4,96,NM418178,Region #3,12.9,1447.7,1417.3,1425.4
DG282516,2.8,05/08/2019,48.2,3,186,NM418178,Region #3,15.8,2804.9,2756.7,2777.5
DM481414,2.6,06/13/2019,24,2.8,164,NM418178,Region #3,9.1,2473.1,2448.1,2457.4
DM481414,2.6,11/08/2019,48.5,3.1,119,NM418178,Region #3,15.7,1794.5,1746.2,1767.4
DX301310,3.9,02/21/2019,17.3,2.8,192,NM418178,Region #3,8.6,2895.4,2871.2,2880.5
EC423810,3.7,12/08/2019,35.8,3.8,164,NM418178,Region #3,13.4,2473.1,2422.8,2450
FD311219,2.6,04/25/2019,23.2,3.4,152,NM418178,Region #3,8.9,2292.2,2261.5,2276.7
GJ331220,3.1,02/20/2019,11,3.1,100,NM418178,Region #3,6.1,1508,1489.1,1497.5
DG282516,2.8,04/23/2019,29.1,2.8,188,NM418179,Region #3,10.6,2835,2805.5,2816.6
DM481414,2.6,09/14/2019,45.7,2.9,162,NM418179,Region #3,14.9,2443,2400.2,2417.2
QH401919,2.4,03/23/2019,43.8,2.8,148,NM418179,Region #3,14.2,2231.8,2191.9,2207.2
BQ261014,2.6,12/24/2019,9.5,2.9,182,NM418180,Region #3,5.2,2744.6,2729.6,2735.5
BQ261014,2.6,12/11/2019,45.1,2.8,153,NM418180,Region #3,14.8,2307.2,2265.6,2281.6
BQ261014,2.6,01/03/2019,15.5,3.8,141,NM418180,Region #3,6.8,2126.3,2100.6,2114.5
DA251912,2.4,01/02/2019,6.3,3.2,123,NM418180,Region #3,4,1854.8,1841.8,1847.8
DG282516,2.8,06/06/2019,36.5,2.5,176,NM418180,Region #3,12.7,2654.1,2622.4,2632.2
DM481414,2.6,12/15/2019,12.3,2.8,161,NM418180,Region #3,5.9,2427.9,2411.7,2417.7
EC423810,3.7,01/23/2019,21.8,3.2,167,NM418180,Region #3,9.6,2518.4,2487.8,2501.8
EC423810,3.7,05/06/2019,27,3,109,NM418180,Region #3,11,1643.7,1611.1,1624.7
KQ264020,2.9,09/08/2019,47.8,3.3,170,NM418180,Region #3,15.8,2563.6,2510.8,2536.2
KQ264020,2.9,07/23/2019,29.3,3.1,182,NM418180,Region #3,10.8,2744.6,2711.2,2725.8
NC103116,2.3,10/16/2019,46.5,3,124,NM418180,Region #3,14.9,1869.9,1825.1,1844.2
DG282516,2.8,07/15/2019,43.3,2.4,190,NM418186,Region #3,14.5,2865.2,2830.9,2840.1
DG282516,2.8,02/01/2019,35.7,3.1,133,NM418186,Region #3,12.4,2005.6,1967.4,1984.1
DM481414,2.6,12/11/2019,11.8,2.8,172,NM418186,Region #3,5.8,2593.8,2577.6,2583.8
DX301310,3.9,11/06/2019,9.2,3,127,NM418186,Region #3,6.4,1915.2,1895.9,1904.1
DX301310,3.9,02/09/2019,35.6,2.9,116,NM418186,Region #3,13.5,1749.3,1709.9,1725.8
EC423810,3.7,09/20/2019,15.2,3.2,128,NM418186,Region #3,7.8,1930.2,1905.4,1916.7
FD311219,2.6,12/21/2019,45.6,2.3,134,NM418186,Region #3,14.9,2020.7,1986.8,1994.8
GJ331220,3.1,03/08/2019,31.7,2.9,127,NM418186,Region #3,11.6,1915.2,1880.8,1895
GJ331220,3.1,11/08/2019,24.7,2.9,93,NM418186,Region #3,9.8,1402.4,1373.9,1385.5
KH102813,1.2,03/25/2019,31.7,2.6,175,NM418186,Region #3,9.8,2639,2614,2622.1
MA101120,2.1,01/15/2019,40.5,3.3,153,NM418186,Region #3,13.1,2307.2,2263.7,2284.6
NC103116,2.3,05/25/2019,28.1,2.3,95,NM418186,Region #3,9.9,1432.6,1409.5,1415.5
DG282516,2.8,01/24/2019,41.6,3.1,169,NM418196,Region #3,14,2548.5,2505.3,2524.2
DG282516,2.8,08/07/2019,37.7,3.3,161,NM418196,Region #3,13,2427.9,2384.6,2405.4
DX301310,3.9,02/14/2019,6.5,3.8,145,NM418196,Region #3,5.7,2186.6,2165.3,2176.8
GD341420,2.8,02/19/2019,10.6,3.5,91,NM418196,Region #3,5.7,1372.3,1352.2,1362.5
GJ331220,3.1,03/16/2019,26.1,2.7,143,NM418196,Region #3,10.1,2156.4,2129.5,2138.9
GJ331220,3.1,05/04/2019,26.7,3.5,140,NM418196,Region #3,10.3,2111.2,2075.1,2093.4
KH102813,1.2,09/25/2019,30.7,3.3,179,NM418196,Region #3,9.5,2699.3,2667.6,2682.8
KH102813,1.2,12/07/2019,34.9,2.6,185,NM418196,Region #3,10.6,2789.8,2761.9,2771.4
NC103116,2.3,11/01/2019,33.1,3.3,163,NM418196,Region #3,11.3,2458,2420.5,2438.5
QH401919,2.4,04/07/2019,12.8,2.6,155,NM418196,Region #3,5.8,2337.4,2322.1,2327.3
BQ261014,2.6,01/16/2019,42,3.9,193,NM418197,Region #3,14,2910.4,2856.5,2886.2
DA251912,2.4,08/06/2019,43.4,2.9,177,NM418197,Region #3,14.1,2669.2,2628.8,2644.8
DX301310,3.9,10/10/2019,48.8,3,170,NM418197,Region #3,17.1,2563.6,2512,2534
EC423810,3.7,04/24/2019,34.4,3.4,163,NM418197,Region #3,13,2458,2414.5,2435.6
FD311219,2.6,11/13/2019,41.3,2.7,127,NM418197,Region #3,13.8,1915.2,1878,1891.3
FD311219,2.6,11/24/2019,5.1,3.2,168,NM418197,Region #3,4,2533.4,2520.4,2526.5
FD311219,2.6,05/13/2019,40.3,2.9,192,NM418197,Region #3,13.5,2895.4,2855.5,2871.9
FD311219,2.6,09/06/2019,6.7,3.9,118,NM418197,Region #3,4.4,1779.4,1762.3,1771.7
GJ331220,3.1,01/16/2019,33.5,2.8,172,NM418197,Region #3,12.1,2593.8,2560.4,2572.8
MA101120,2.1,02/10/2019,29.6,2.9,135,NM418197,Region #3,10.1,2035.8,2006.6,2018.2
NC103116,2.3,07/25/2019,42.4,3.9,172,NM418197,Region #3,13.8,2593.8,2540.6,2569.9
QH401919,2.4,07/23/2019,31.3,3.2,116,NM418197,Region #3,10.8,1749.3,1715,1730.5
BQ261014,2.6,09/05/2019,35.7,3,133,NM418198,Region #3,12.3,2005.6,1968.6,1984.4
DA251912,2.4,11/12/2019,10.4,2.8,118,NM418198,Region #3,5.2,1779.4,1765,1770.5
DA251912,2.4,12/17/2019,48.1,3.3,96,NM418198,Region #3,15.3,1447.7,1396.6,1421.1
DA251912,2.4,03/19/2019,47.4,3.4,192,NM418198,Region #3,15.2,2895.4,2844.3,2869.1
DG282516,2.8,10/02/2019,12.5,3.8,132,NM418198,Region #3,6.2,1990.6,1967.3,1979.9
EC423810,3.7,10/05/2019,27.3,2.9,146,NM418198,Region #3,11.1,2201.7,2169.3,2182.5
FD311219,2.6,04/16/2019,20.4,3.8,134,NM418198,Region #3,8.2,2020.7,1990,2006.6
GD341420,2.8,05/09/2019,46.1,3,117,NM418198,Region #3,15.3,1764.4,1718.1,1737.9
KQ264020,2.9,07/23/2019,38.8,3.1,91,NM418198,Region #3,13.4,1372.3,1330.7,1349.1
KQ264020,2.9,10/04/2019,23.5,3,146,NM418198,Region #3,9.3,2201.7,2173.6,2185.6
KQ264020,2.9,05/09/2019,35,3.5,139,NM418198,Region #3,12.4,2096.1,2053.1,2074.7
MA101120,2.1,12/08/2019,34.9,3,162,NM418198,Region #3,11.6,2443,2408.7,2422.9
MA101120,2.1,10/07/2019,18,2.9,116,NM418198,Region #3,7,1749.3,1729.1,1737.1
